Date,Medicine_Name,Pharmacy_ID,Pharmacy_Name,Location,Address,Stock_Available,Units_Sold,Incoming_Stock,Season,Disease_Trend,Day_of_Week,Supplier_Delay,Demand_Trend,Prescription_Required,Price,Medicine_Type,Criticality_Level,Supplier_Type,Restock_Time,Dosage_Form,Manufacturer,Shortage
2026-04-15,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,137,25,37,Normal,Low,Wednesday,2,Stable,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2026-04-16,Amlodipine,P002,MedPlus,Dadar,Dadar East,131,26,0,Normal,Low,Thursday,1,Increasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2026-04-17,Insulin,P003,Wellness Forever,Thane,Thane West,91,85,22,Normal,Low,Friday,3,Increasing,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2026-04-18,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,119,61,6,Normal,Low,Saturday,0,Decreasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2026-04-19,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,115,13,41,Normal,Low,Sunday,0,Stable,No,20,Common,Low,Regional,4,Tablet,Sun Pharma,0
2026-04-20,Ibuprofen,P002,MedPlus,Dadar,Dadar East,141,29,22,Normal,Low,Monday,1,Stable,No,30,Common,Low,Local,5,Tablet,Cipla,0
2026-04-21,Crocin,P003,Wellness Forever,Thane,Thane West,141,11,28,Normal,Low,Tuesday,0,Decreasing,No,25,Common,Low,Regional,4,Tablet,GSK,0
2026-04-22,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,126,22,46,Normal,Low,Wednesday,1,Stable,No,15,Common,Low,Local,2,Syrup,Dr. Reddy's,0
2026-04-23,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,158,16,22,Normal,Low,Thursday,2,Stable,Yes,90,Rare,High,Imported,11,Capsule,Pfizer,0
2026-04-24,Amoxicillin,P002,MedPlus,Dadar,Dadar East,148,14,5,Normal,Low,Friday,1,Stable,Yes,80,Critical,High,National,12,Capsule,Abbott,0
2026-04-25,Metformin,P003,Wellness Forever,Thane,Thane West,108,24,57,Normal,Low,Saturday,0,Increasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2026-04-26,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,118,20,49,Normal,Low,Sunday,2,Increasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2026-04-27,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,95,71,51,Normal,Low,Monday,0,Decreasing,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2026-04-28,Glimepiride,P002,MedPlus,Dadar,Dadar East,111,73,0,Normal,Low,Tuesday,1,Increasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2026-04-29,Paracetamol,P003,Wellness Forever,Thane,Thane West,184,21,29,Normal,Low,Wednesday,1,Increasing,No,20,Common,Low,Regional,4,Tablet,Sun Pharma,0
2026-04-30,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,177,17,49,Normal,Low,Thursday,2,Decreasing,No,30,Common,Low,Local,5,Tablet,Cipla,0
2026-05-01,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,156,17,4,Normal,Low,Friday,3,Stable,No,25,Common,Low,Regional,2,Tablet,GSK,0
2026-05-02,Cetirizine,P002,MedPlus,Dadar,Dadar East,166,19,32,Normal,Low,Saturday,1,Increasing,No,15,Common,Low,Regional,4,Syrup,Dr. Reddy's,0
2026-05-03,Azithromycin,P003,Wellness Forever,Thane,Thane West,114,18,53,Normal,Low,Sunday,0,Decreasing,Yes,90,Rare,High,Imported,12,Capsule,Pfizer,0
2026-05-04,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,147,10,29,Normal,Low,Monday,1,Stable,Yes,80,Critical,High,National,8,Capsule,Abbott,0
2026-05-05,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,152,15,53,Normal,Low,Tuesday,1,Increasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2026-05-06,Amlodipine,P002,MedPlus,Dadar,Dadar East,166,17,3,Normal,Low,Wednesday,2,Stable,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2026-05-07,Insulin,P003,Wellness Forever,Thane,Thane West,91,69,20,Normal,Low,Thursday,0,Decreasing,Yes,95,Chronic,High,National,6,Injection,Novo Nordisk,0
2026-05-08,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,145,99,55,Normal,Low,Friday,0,Increasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2026-05-09,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,118,11,59,Normal,Low,Saturday,3,Decreasing,No,20,Common,Low,Regional,2,Tablet,Sun Pharma,0
2026-05-10,Ibuprofen,P002,MedPlus,Dadar,Dadar East,186,29,27,Normal,Low,Sunday,3,Increasing,No,30,Common,Low,Local,3,Tablet,Cipla,0
2026-05-11,Crocin,P003,Wellness Forever,Thane,Thane West,171,22,11,Normal,Low,Monday,2,Stable,No,25,Common,Low,Local,3,Tablet,GSK,0
2026-05-12,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,162,18,4,Normal,Low,Tuesday,3,Increasing,No,15,Common,Low,Local,2,Syrup,Dr. Reddy's,0
2026-05-13,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,171,12,52,Normal,Low,Wednesday,0,Decreasing,Yes,90,Rare,High,Imported,11,Capsule,Pfizer,0
2026-05-14,Amoxicillin,P002,MedPlus,Dadar,Dadar East,118,10,49,Normal,Low,Thursday,0,Decreasing,Yes,80,Critical,High,National,8,Capsule,Abbott,0
2026-05-15,Metformin,P003,Wellness Forever,Thane,Thane West,174,15,21,Normal,Low,Friday,2,Stable,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2026-05-16,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,146,18,49,Normal,Low,Saturday,1,Increasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2026-05-17,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,148,70,23,Normal,Low,Sunday,0,Stable,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2026-05-18,Glimepiride,P002,MedPlus,Dadar,Dadar East,84,76,6,Normal,Low,Monday,0,Stable,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2026-05-19,Paracetamol,P003,Wellness Forever,Thane,Thane West,176,24,19,Normal,Low,Tuesday,1,Stable,No,20,Common,Low,Regional,5,Tablet,Sun Pharma,0
2026-05-20,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,133,21,39,Normal,Low,Wednesday,3,Increasing,No,30,Common,Low,Regional,2,Tablet,Cipla,0
2026-05-21,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,165,15,55,Normal,Low,Thursday,1,Decreasing,No,25,Common,Low,Local,3,Tablet,GSK,0
2026-05-22,Cetirizine,P002,MedPlus,Dadar,Dadar East,170,20,38,Normal,Low,Friday,3,Stable,No,15,Common,Low,Local,5,Syrup,Dr. Reddy's,0
2026-05-23,Azithromycin,P003,Wellness Forever,Thane,Thane West,164,10,12,Normal,Low,Saturday,1,Increasing,Yes,90,Rare,High,Imported,11,Capsule,Pfizer,0
2026-05-24,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,133,24,3,Normal,Low,Sunday,0,Decreasing,Yes,80,Critical,High,National,14,Capsule,Abbott,0
2026-05-25,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,192,15,37,Normal,Low,Monday,2,Stable,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2026-05-26,Amlodipine,P002,MedPlus,Dadar,Dadar East,121,25,50,Normal,Low,Tuesday,0,Decreasing,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
2026-05-27,Insulin,P003,Wellness Forever,Thane,Thane West,152,61,7,Normal,Low,Wednesday,2,Stable,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2026-05-28,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,116,82,0,Normal,Low,Thursday,0,Stable,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2026-05-29,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,130,14,36,Normal,Low,Friday,2,Decreasing,No,20,Common,Low,Local,4,Tablet,Sun Pharma,0
2026-05-30,Ibuprofen,P002,MedPlus,Dadar,Dadar East,167,23,52,Normal,Low,Saturday,0,Increasing,No,30,Common,Low,Local,5,Tablet,Cipla,0
2026-05-31,Crocin,P003,Wellness Forever,Thane,Thane West,162,17,5,Normal,Low,Sunday,2,Stable,No,25,Common,Low,Local,5,Tablet,GSK,0
2026-06-01,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,91,65,29,Rainy,Medium,Monday,2,Stable,No,15,Common,Low,Local,2,Syrup,Dr. Reddy's,0
2026-06-02,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,116,55,20,Rainy,Medium,Tuesday,1,Decreasing,Yes,90,Rare,High,Imported,13,Capsule,Pfizer,0
2026-06-03,Amoxicillin,P002,MedPlus,Dadar,Dadar East,158,37,21,Rainy,Medium,Wednesday,1,Increasing,Yes,80,Critical,High,National,10,Capsule,Abbott,0
2026-06-04,Metformin,P003,Wellness Forever,Thane,Thane West,139,43,59,Rainy,Medium,Thursday,3,Decreasing,Yes,45,Chronic,Medium,National,5,Tablet,Sun Pharma,0
2026-06-05,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,167,56,6,Rainy,Medium,Friday,2,Decreasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2026-06-06,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,153,86,39,Rainy,Medium,Saturday,0,Increasing,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2026-06-07,Glimepiride,P002,MedPlus,Dadar,Dadar East,139,78,59,Rainy,Medium,Sunday,0,Increasing,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2026-06-08,Paracetamol,P003,Wellness Forever,Thane,Thane West,103,51,6,Rainy,Medium,Monday,3,Decreasing,No,20,Common,Low,Regional,3,Tablet,Sun Pharma,0
2026-06-09,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,155,57,28,Rainy,Medium,Tuesday,3,Decreasing,No,30,Common,Low,Local,3,Tablet,Cipla,0
2026-06-10,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,120,61,43,Rainy,Medium,Wednesday,2,Decreasing,No,25,Common,Low,Local,5,Tablet,GSK,0
2026-06-11,Cetirizine,P002,MedPlus,Dadar,Dadar East,96,64,13,Rainy,Medium,Thursday,2,Stable,No,15,Common,Low,Local,3,Syrup,Dr. Reddy's,0
2026-06-12,Azithromycin,P003,Wellness Forever,Thane,Thane West,102,44,5,Rainy,Medium,Friday,1,Increasing,Yes,90,Rare,High,Imported,12,Capsule,Pfizer,0
2026-06-13,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,122,34,52,Rainy,Medium,Saturday,3,Stable,Yes,80,Critical,High,National,14,Capsule,Abbott,0
2026-06-14,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,115,56,48,Rainy,Medium,Sunday,3,Increasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2026-06-15,Amlodipine,P002,MedPlus,Dadar,Dadar East,126,63,57,Rainy,Medium,Monday,1,Stable,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2026-06-16,Insulin,P003,Wellness Forever,Thane,Thane West,94,69,38,Rainy,Medium,Tuesday,3,Decreasing,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2026-06-17,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,151,86,22,Rainy,Medium,Wednesday,0,Increasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2026-06-18,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,173,44,37,Rainy,Medium,Thursday,1,Stable,No,20,Common,Low,Regional,5,Tablet,Sun Pharma,0
2026-06-19,Ibuprofen,P002,MedPlus,Dadar,Dadar East,94,61,60,Rainy,Medium,Friday,3,Increasing,No,30,Common,Low,Regional,3,Tablet,Cipla,0
2026-06-20,Crocin,P003,Wellness Forever,Thane,Thane West,127,58,22,Rainy,Medium,Saturday,2,Stable,No,25,Common,Low,Local,5,Tablet,GSK,0
2026-06-21,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,135,52,2,Rainy,Medium,Sunday,0,Stable,No,15,Common,Low,Local,2,Syrup,Dr. Reddy's,0
2026-06-22,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,144,39,32,Rainy,Medium,Monday,2,Decreasing,Yes,90,Rare,High,Imported,13,Capsule,Pfizer,0
2026-06-23,Amoxicillin,P002,MedPlus,Dadar,Dadar East,127,45,49,Rainy,Medium,Tuesday,2,Decreasing,Yes,80,Critical,High,National,11,Capsule,Abbott,0
2026-06-24,Metformin,P003,Wellness Forever,Thane,Thane West,146,50,11,Rainy,Medium,Wednesday,2,Stable,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2026-06-25,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,138,60,36,Rainy,Medium,Thursday,2,Decreasing,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2026-06-26,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,109,60,44,Rainy,Medium,Friday,0,Decreasing,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2026-06-27,Glimepiride,P002,MedPlus,Dadar,Dadar East,148,76,1,Rainy,Medium,Saturday,1,Decreasing,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2026-06-28,Paracetamol,P003,Wellness Forever,Thane,Thane West,131,55,56,Rainy,Medium,Sunday,0,Stable,No,20,Common,Low,Local,5,Tablet,Sun Pharma,0
2026-06-29,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,145,58,18,Rainy,Medium,Monday,3,Decreasing,No,30,Common,Low,Local,5,Tablet,Cipla,0
2026-06-30,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,132,52,25,Rainy,Medium,Tuesday,0,Increasing,No,25,Common,Low,Local,4,Tablet,GSK,0
2026-07-01,Cetirizine,P002,MedPlus,Dadar,Dadar East,159,50,11,Rainy,Medium,Wednesday,1,Stable,No,15,Common,Low,Regional,3,Syrup,Dr. Reddy's,0
2026-07-02,Azithromycin,P003,Wellness Forever,Thane,Thane West,132,39,0,Rainy,Medium,Thursday,0,Increasing,Yes,90,Rare,High,Imported,14,Capsule,Pfizer,0
2026-07-03,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,146,57,30,Rainy,Medium,Friday,2,Decreasing,Yes,80,Critical,High,National,12,Capsule,Abbott,0
2026-07-04,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,128,70,11,Rainy,Medium,Saturday,3,Stable,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2026-07-05,Amlodipine,P002,MedPlus,Dadar,Dadar East,138,40,60,Rainy,Medium,Sunday,3,Increasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2026-07-06,Insulin,P003,Wellness Forever,Thane,Thane West,151,64,55,Rainy,Medium,Monday,1,Increasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2026-07-07,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,126,95,53,Rainy,Medium,Tuesday,3,Stable,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2026-07-08,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,100,63,0,Rainy,Medium,Wednesday,3,Decreasing,No,20,Common,Low,Local,2,Tablet,Sun Pharma,0
2026-07-09,Ibuprofen,P002,MedPlus,Dadar,Dadar East,146,62,32,Rainy,Medium,Thursday,0,Stable,No,30,Common,Low,Regional,2,Tablet,Cipla,0
2026-07-10,Crocin,P003,Wellness Forever,Thane,Thane West,121,55,36,Rainy,Medium,Friday,0,Increasing,No,25,Common,Low,Regional,4,Tablet,GSK,0
2026-07-11,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,156,46,3,Rainy,Medium,Saturday,3,Decreasing,No,15,Common,Low,Local,4,Syrup,Dr. Reddy's,0
2026-07-12,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,159,48,3,Rainy,Medium,Sunday,2,Increasing,Yes,90,Rare,High,Imported,13,Capsule,Pfizer,0
2026-07-13,Amoxicillin,P002,MedPlus,Dadar,Dadar East,110,61,26,Rainy,Medium,Monday,3,Stable,Yes,80,Critical,High,National,14,Capsule,Abbott,0
2026-07-14,Metformin,P003,Wellness Forever,Thane,Thane West,129,41,7,Rainy,Medium,Tuesday,3,Increasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2026-07-15,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,171,57,54,Rainy,Medium,Wednesday,2,Stable,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2026-07-16,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,118,73,45,Rainy,Medium,Thursday,2,Increasing,Yes,95,Chronic,High,National,6,Injection,Novo Nordisk,0
2026-07-17,Glimepiride,P002,MedPlus,Dadar,Dadar East,157,86,15,Rainy,Medium,Friday,1,Increasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2026-07-18,Paracetamol,P003,Wellness Forever,Thane,Thane West,87,67,2,Rainy,Medium,Saturday,3,Increasing,No,20,Common,Low,Local,5,Tablet,Sun Pharma,0
2026-07-19,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,96,57,26,Rainy,Medium,Sunday,1,Increasing,No,30,Common,Low,Regional,3,Tablet,Cipla,0
2026-07-20,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,117,40,16,Rainy,Medium,Monday,0,Stable,No,25,Common,Low,Local,4,Tablet,GSK,0
2026-07-21,Cetirizine,P002,MedPlus,Dadar,Dadar East,103,44,6,Rainy,Medium,Tuesday,0,Stable,No,15,Common,Low,Regional,3,Syrup,Dr. Reddy's,0
2026-07-22,Azithromycin,P003,Wellness Forever,Thane,Thane West,173,52,34,Rainy,Medium,Wednesday,0,Stable,Yes,90,Rare,High,Imported,9,Capsule,Pfizer,0
2026-07-23,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,145,46,46,Rainy,Medium,Thursday,2,Stable,Yes,80,Critical,High,National,12,Capsule,Abbott,0
2026-07-24,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,110,44,26,Rainy,Medium,Friday,3,Stable,Yes,45,Chronic,Medium,National,5,Tablet,Sun Pharma,0
2026-07-25,Amlodipine,P002,MedPlus,Dadar,Dadar East,147,44,27,Rainy,Medium,Saturday,2,Increasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2026-07-26,Insulin,P003,Wellness Forever,Thane,Thane West,76,88,49,Rainy,Medium,Sunday,0,Stable,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2026-07-27,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,84,72,3,Rainy,Medium,Monday,0,Increasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2026-07-28,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,128,61,45,Rainy,Medium,Tuesday,3,Increasing,No,20,Common,Low,Local,4,Tablet,Sun Pharma,0
2026-07-29,Ibuprofen,P002,MedPlus,Dadar,Dadar East,103,66,59,Rainy,Medium,Wednesday,1,Increasing,No,30,Common,Low,Regional,4,Tablet,Cipla,0
2026-07-30,Crocin,P003,Wellness Forever,Thane,Thane West,122,57,54,Rainy,Medium,Thursday,0,Increasing,No,25,Common,Low,Local,3,Tablet,GSK,0
2026-07-31,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,143,70,24,Rainy,Medium,Friday,0,Decreasing,No,15,Common,Low,Local,5,Syrup,Dr. Reddy's,0
2026-08-01,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,100,46,22,Rainy,Medium,Saturday,1,Increasing,Yes,90,Rare,High,Imported,10,Capsule,Pfizer,0
2026-08-02,Amoxicillin,P002,MedPlus,Dadar,Dadar East,115,59,38,Rainy,Medium,Sunday,1,Stable,Yes,80,Critical,High,National,12,Capsule,Abbott,0
2026-08-03,Metformin,P003,Wellness Forever,Thane,Thane West,100,62,43,Rainy,Medium,Monday,0,Decreasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2026-08-04,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,163,68,36,Rainy,Medium,Tuesday,0,Stable,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
2026-08-05,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,104,91,9,Rainy,Medium,Wednesday,2,Stable,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2026-08-06,Glimepiride,P002,MedPlus,Dadar,Dadar East,161,66,49,Rainy,Medium,Thursday,3,Decreasing,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2026-08-07,Paracetamol,P003,Wellness Forever,Thane,Thane West,92,64,60,Rainy,Medium,Friday,2,Decreasing,No,20,Common,Low,Local,2,Tablet,Sun Pharma,0
2026-08-08,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,119,49,26,Rainy,Medium,Saturday,3,Increasing,No,30,Common,Low,Local,4,Tablet,Cipla,0
2026-08-09,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,167,60,58,Rainy,Medium,Sunday,2,Decreasing,No,25,Common,Low,Regional,2,Tablet,GSK,0
2026-08-10,Cetirizine,P002,MedPlus,Dadar,Dadar East,112,45,59,Rainy,Medium,Monday,3,Decreasing,No,15,Common,Low,Local,3,Syrup,Dr. Reddy's,0
2026-08-11,Azithromycin,P003,Wellness Forever,Thane,Thane West,102,53,49,Rainy,Medium,Tuesday,2,Increasing,Yes,90,Rare,High,Imported,14,Capsule,Pfizer,0
2026-08-12,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,115,41,39,Rainy,Medium,Wednesday,1,Increasing,Yes,80,Critical,High,National,15,Capsule,Abbott,0
2026-08-13,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,100,40,19,Rainy,Medium,Thursday,3,Decreasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2026-08-14,Amlodipine,P002,MedPlus,Dadar,Dadar East,116,56,37,Rainy,Medium,Friday,2,Stable,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2026-08-15,Insulin,P003,Wellness Forever,Thane,Thane West,152,76,19,Rainy,Medium,Saturday,0,Stable,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2026-08-16,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,100,99,24,Rainy,Medium,Sunday,1,Increasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2026-08-17,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,151,49,2,Rainy,Medium,Monday,1,Increasing,No,20,Common,Low,Local,5,Tablet,Sun Pharma,0
2026-08-18,Ibuprofen,P002,MedPlus,Dadar,Dadar East,143,68,30,Rainy,Medium,Tuesday,0,Decreasing,No,30,Common,Low,Local,5,Tablet,Cipla,0
2026-08-19,Crocin,P003,Wellness Forever,Thane,Thane West,106,54,10,Rainy,Medium,Wednesday,0,Decreasing,No,25,Common,Low,Regional,4,Tablet,GSK,0
2026-08-20,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,115,62,41,Rainy,Medium,Thursday,0,Stable,No,15,Common,Low,Local,5,Syrup,Dr. Reddy's,0
2026-08-21,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,173,47,20,Rainy,Medium,Friday,3,Stable,Yes,90,Rare,High,Imported,8,Capsule,Pfizer,0
2026-08-22,Amoxicillin,P002,MedPlus,Dadar,Dadar East,175,45,40,Rainy,Medium,Saturday,0,Increasing,Yes,80,Critical,High,National,12,Capsule,Abbott,0
2026-08-23,Metformin,P003,Wellness Forever,Thane,Thane West,121,63,59,Rainy,Medium,Sunday,3,Decreasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2026-08-24,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,167,63,14,Rainy,Medium,Monday,3,Stable,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
2026-08-25,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,121,89,54,Rainy,Medium,Tuesday,1,Increasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2026-08-26,Glimepiride,P002,MedPlus,Dadar,Dadar East,126,66,6,Rainy,Medium,Wednesday,0,Stable,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2026-08-27,Paracetamol,P003,Wellness Forever,Thane,Thane West,91,69,39,Rainy,Medium,Thursday,0,Increasing,No,20,Common,Low,Regional,2,Tablet,Sun Pharma,0
2026-08-28,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,128,41,55,Rainy,Medium,Friday,3,Decreasing,No,30,Common,Low,Regional,2,Tablet,Cipla,0
2026-08-29,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,172,50,8,Rainy,Medium,Saturday,3,Decreasing,No,25,Common,Low,Local,2,Tablet,GSK,0
2026-08-30,Cetirizine,P002,MedPlus,Dadar,Dadar East,152,48,12,Rainy,Medium,Sunday,1,Increasing,No,15,Common,Low,Local,4,Syrup,Dr. Reddy's,0
2026-08-31,Azithromycin,P003,Wellness Forever,Thane,Thane West,128,33,25,Rainy,Medium,Monday,1,Stable,Yes,90,Rare,High,Imported,8,Capsule,Pfizer,0
2026-09-01,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,135,17,60,Normal,Low,Tuesday,1,Stable,Yes,80,Critical,High,National,15,Capsule,Abbott,0
2026-09-02,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,170,29,45,Normal,Low,Wednesday,0,Decreasing,Yes,45,Chronic,Medium,National,5,Tablet,Sun Pharma,0
2026-09-03,Amlodipine,P002,MedPlus,Dadar,Dadar East,176,14,51,Normal,Low,Thursday,1,Decreasing,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2026-09-04,Insulin,P003,Wellness Forever,Thane,Thane West,161,61,1,Normal,Low,Friday,2,Stable,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2026-09-05,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,99,71,3,Normal,Low,Saturday,3,Stable,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2026-09-06,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,170,28,46,Normal,Low,Sunday,2,Decreasing,No,20,Common,Low,Local,2,Tablet,Sun Pharma,0
2026-09-07,Ibuprofen,P002,MedPlus,Dadar,Dadar East,107,28,35,Normal,Low,Monday,1,Increasing,No,30,Common,Low,Regional,4,Tablet,Cipla,0
2026-09-08,Crocin,P003,Wellness Forever,Thane,Thane West,171,26,14,Normal,Low,Tuesday,3,Decreasing,No,25,Common,Low,Local,4,Tablet,GSK,0
2026-09-09,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,164,24,11,Normal,Low,Wednesday,3,Decreasing,No,15,Common,Low,Regional,5,Syrup,Dr. Reddy's,0
2026-09-10,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,195,10,57,Normal,Low,Thursday,2,Decreasing,Yes,90,Rare,High,Imported,11,Capsule,Pfizer,0
